"","Q1","Q4","Q4.1","Q6","Q10","Q11","Q12","Q13","Q16","Q18","Q20","Q26","Q27","Q28","Q29","project_id","city","work_group_id","C_O","P_I_C","LightMon.OFF","LightKey.OFF","LightSurf.OFF","LightMon.ON","LightKey.ON","LightSurf.ON","CRR","UGR","Shading","panelNum","panHeight","ceil_fix","ceil_len","ceil_lam","panelCol","task_type","tl","vseat","wdimen","gtranc","View","Q22","Q23"
"684",6,7,6,6,6,2,6,2,7,6,6,7,7,7,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"685",5,6,6,7,4,2,6,2,6,3,5,7,7,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"686",5,3,2,6,5,6,6,6,6,5,6,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","C",200,300,310,200,320,310,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","2",NA,NA
"687",6,6,6,6,6,2,6,2,6,6,6,6,5,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"688",6,4,6,4,4,6,6,6,2,4,4,7,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",130,NA,NA,130,230,220,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"689",6,6,6,6,6,6,6,6,3,6,4,7,6,2,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","1",NA,NA
"690",7,6,6,6,6,6,6,6,6,6,NA,7,7,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",300,250,260,310,290,310,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"691",3,4,4,2,5,6,6,6,1,2,2,7,7,4,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",230,NA,NA,230,250,240,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"692",3,6,1,1,4,6,1,6,2,4,1,6,6,4,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","1",NA,NA
"693",6,3,3,2,6,6,6,6,1,4,3,4,4,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",90,160,120,90,160,120,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"694",6,6,5,1,6,6,6,6,1,6,6,6,6,2,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5",NA,NA,NA
"695",6,5,5,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",90,60,60,120,470,510,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"696",6,4,4,3,6,6,6,6,1,4,5,6,6,4,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"697",5,3,1,6,5,6,6,6,7,6,7,4,5,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",270,250,290,270,250,290,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"698",2,6,6,6,6,6,6,6,5,6,5,7,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"699",3,2,4,4,4,6,6,6,1,4,1,6,6,1,1,"201310_LL_AMG","Thousand Oaks, CA91320","LendL_B10",NA,NA,240,350,310,50,260,210,1,19.2,"2","5","Seated privacy","2","4","3","2","1","1",20,"2","5","2",NA,NA
"700",6,6,6,6,6,6,6,6,4,6,6,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",40,60,60,40,60,80,NA,5.2,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"701",6,7,NA,6,6,6,6,6,2,6,3,7,7,7,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",80,90,110,90,100,510,NA,14.3,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"702",6,4,4,5,5,2,6,2,6,6,6,6,6,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"703",5,2,2,5,5,6,6,6,1,5,5,6,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"704",3,3,3,6,3,6,6,6,2,3,6,6,6,5,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",60,70,50,70,80,60,NA,-2.2,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"705",6,4,4,7,6,6,6,6,7,7,7,6,6,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"706",6,5,5,5,6,6,6,6,3,6,5,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"707",6,6,6,6,6,4,6,4,6,6,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",70,750,370,70,760,370,NA,7,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"708",6,6,6,7,4,6,6,6,2,6,6,7,7,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"709",5,5,6,1,3,6,6,6,1,2,1,4,7,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"710",3,4,4,7,5,6,6,6,1,4,5,7,7,6,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"712",5,2,4,7,6,6,6,6,2,5,6,7,7,2,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",170,310,380,180,320,390,NA,10.6,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"713",3,4,6,7,6,6,1,6,1,3,6,7,7,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"714",3,5,5,6,3,6,6,6,3,3,6,6,6,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"715",6,6,6,5,5,6,6,6,2,3,6,6,6,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",50,50,80,60,120,180,NA,5.8,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"716",6,6,6,5,5,6,6,6,1,3,6,6,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",20,40,30,30,40,250,NA,6.8,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"717",6,4,3,6,4,6,6,6,6,3,6,7,7,4,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"718",3,2,4,5,3,6,6,6,1,3,3,6,6,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",40,40,60,40,50,240,NA,-1.8,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"719",3,3,4,6,3,6,6,6,1,3,6,5,5,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"720",5,4,3,6,2,6,6,6,2,2,7,7,7,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,4.5,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"721",5,2,1,3,3,6,6,2,2,2,3,5,5,1,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"722",6,6,6,3,6,6,6,6,3,6,4,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",30,60,70,50,90,70,NA,7.6,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"723",6,6,6,5,7,5,6,6,3,6,6,6,6,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",50,50,50,50,60,70,NA,6.3,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"724",4,4,4,5,4,6,6,2,6,4,6,6,6,4,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"725",6,4,4,6,6,6,6,6,3,6,7,7,7,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",200,350,136,212,412,400,NA,8.3,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"726",4,3,3,5,4,4,4,6,1,2,3,4,5,2,1,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"727",6,7,6,7,7,6,6,2,7,6,7,7,7,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",160,320,590,142,350,590,NA,6.2,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"728",4,5,5,6,4,2,1,2,5,3,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"729",6,4,6,6,6,6,6,6,4,6,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",36,68,88,142,350,590,NA,7.5,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"730",5,4,4,6,4,6,4,6,2,4,4,6,6,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"731",2,2,3,5,3,1,1,6,3,3,5,7,7,5,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",40,265,200,40,400,500,NA,10.3,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","1",NA,NA
"732",2,4,5,5,3,3,3,3,2,2,6,7,7,5,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"733",6,3,4,5,6,6,6,6,2,5,2,6,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"734",7,7,6,6,6,4,1,4,7,6,6,7,7,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"735",3,4,6,4,2,6,6,6,1,3,6,6,7,2,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"736",6,3,6,6,6,4,6,4,7,6,7,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4",NA,NA,NA
"737",4,4,5,6,3,6,6,6,3,3,4,6,4,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",32,240,560,40,350,580,NA,10.6,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"738",6,7,7,7,6,4,6,4,7,4,7,7,7,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"739",6,6,6,1,5,2,6,2,6,6,1,6,6,3,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",110,790,450,160,790,480,NA,7.2,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"740",7,7,5,7,7,1,1,6,1,6,4,NA,NA,5,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",30,40,30,160,50,180,NA,15.2,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"741",6,3,4,6,4,6,6,6,1,4,4,7,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","O","C",50,460,430,50,480,440,NA,13.3,"3","5","Standing privacy","4",NA,"3","3","1","1",30,"1","4","2",NA,NA
"742",6,5,5,6,6,6,6,6,7,6,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"743",6,3,4,6,6,6,4,6,6,4,6,3,4,3,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",430,680,590,510,700,590,NA,5.1,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"744",6,6,5,6,6,4,6,6,6,6,6,6,7,5,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B24","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","4","4","3","3","1","1",30,"1","4","1",NA,NA
"745",6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",130,240,400,140,250,410,NA,8.3,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"746",6,4,4,6,6,6,6,6,6,6,7,6,5,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",70,160,190,70,170,200,NA,8.2,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"747",4,5,5,4,6,4,4,3,2,5,4,6,6,5,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"748",6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",90,210,350,140,220,450,NA,13.4,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"749",2,1,6,1,1,6,6,6,1,2,1,7,6,1,1,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",45,142,115,80,100,233,NA,4.1,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"750",5,4,3,4,4,6,6,6,3,4,4,6,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"751",5,2,4,6,5,6,6,6,5,4,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",64,208,140,54,195,245,NA,14.3,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"752",6,5,4,6,6,6,6,6,3,5,4,5,3,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"753",6,4,6,1,6,6,6,6,4,6,2,7,7,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",87,110,68,97,98,65,NA,3.9,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"754",3,3,3,2,3,6,6,6,3,3,2,6,7,6,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",120,216,110,98,233,112,NA,13.6,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"755",4,4,3,7,5,6,6,6,7,5,6,7,7,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"756",6,6,6,3,6,6,6,2,7,6,6,6,6,6,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",450,622,585,560,724,596,NA,9.5,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"757",4,4,5,4,4,6,1,6,2,4,4,6,6,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"758",6,6,6,5,6,6,6,6,6,6,5,4,5,3,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",60,576,486,68,470,582,NA,11.2,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"759",6,6,6,7,6,2,6,2,6,6,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"760",6,6,6,6,6,6,6,6,3,5,6,6,5,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",36,53,107,41,44,75,NA,13.7,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"761",3,5,4,6,3,6,6,6,4,2,2,5,5,3,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",45,67,55,45,67,55,NA,12.1,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"762",3,2,4,4,3,6,1,6,1,2,3,6,6,2,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",171,197,210,90,189,212,NA,8,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"763",2,4,4,6,2,1,1,6,2,2,6,6,6,5,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"764",6,5,6,3,6,4,6,6,4,4,7,7,6,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",61,191,52,67,190,73,NA,14.6,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"765",2,2,2,3,3,5,4,6,1,3,3,5,5,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"766",5,3,4,2,4,6,6,6,4,4,4,7,6,5,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",32,127,209,40,114,213,NA,11.2,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"767",4,3,1,2,4,6,6,6,3,4,3,4,5,2,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"768",7,7,7,7,7,6,6,6,4,6,6,7,7,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"769",6,6,5,6,6,6,6,6,1,6,6,6,6,6,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"770",6,NA,1,6,6,2,6,2,7,6,7,7,7,3,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",228,26,215,306,223,219,NA,15,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"771",3,4,1,1,4,6,1,6,2,2,2,4,4,4,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",352,177,227,510,294,227,NA,14.5,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"772",4,2,2,6,4,2,6,2,1,6,6,7,6,3,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",352,177,227,510,294,227,NA,6.3,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"773",7,3,3,5,6,6,6,6,1,6,5,6,6,3,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",172,317,223,89,172,225,NA,7.6,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"774",5,6,5,6,6,4,6,6,6,6,6,5,5,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"775",5,5,2,5,5,2,3,3,3,3,4,7,6,6,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",544,23,42,433,424,419,NA,11.1,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"776",6,6,6,3,6,6,6,6,2,6,4,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"777",6,6,6,6,5,4,4,4,6,6,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",1102,293,120,1107,287,121,NA,10.8,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"778",4,6,4,6,6,6,6,6,6,6,6,6,6,6,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","2","2","3","2","1","1",30,"2","5","1",NA,NA
"779",5,4,7,3,6,6,6,6,2,6,4,7,7,5,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B17","O","C",44,49,85,54,76,152,NA,17.4,"2","5","Standing privacy","2","2","3","2","1","1",30,"2","5","2",NA,NA
"780",7,7,7,7,7,6,6,6,6,7,7,7,7,5,5,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",489,583,1009,405,661,1014,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"781",5,5,5,6,6,6,6,6,7,5,3,7,6,7,7,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","1",NA,NA
"782",4,4,5,4,4,6,6,6,6,4,6,6,6,6,6,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",271,812,583,423,835,704,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"783",6,6,6,3,3,6,6,6,4,3,6,5,5,5,3,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",230,853,807,423,540,241,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"784",3,2,2,3,4,4,4,4,4,4,3,4,5,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
"785",1,2,2,1,1,1,1,6,1,2,4,6,3,1,1,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",43,1382,1376,40,1310,1440,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"786",6,2,6,3,5,6,6,6,1,4,1,5,5,4,4,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Seated privacy","4",NA,"3","1","1","1",35,"1","5","2",NA,NA
"787",5,3,1,6,6,4,6,6,6,6,6,5,5,2,2,"201310_LL_AMG","Thousand Oaks, CA91320","LendLease_B27","C","P",783,211,255,941,210,269,NA,NA,"2","6","Not Applicable","4","3","3","1","1","1",35,"1","5","1",NA,NA
