"","Q1","Q4","Q4.1","Q6","Q10","Q11","Q12","Q13","Q16","Q18","Q20","Q26","Q27","Q28","Q29","project_id","city","work_group_id","C_O","P_I_C","LightMon.OFF","LightKey.OFF","LightSurf.OFF","LightMon.ON","LightKey.ON","LightSurf.ON","CRR","UGR","Shading","panelNum","panHeight","ceil_fix","ceil_len","ceil_lam","panelCol","task_type","tl","vseat","wdimen","gtranc","View","Q22","Q23"
"1",7,7,NA,4,7,7,7,7,1,7,7,7,7,4,7,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",867,269,334,867,269,334,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",4,1
"2",5,2,NA,5,5,4,4,4,1,4,5,4,5,4,2,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",538,327,439,538,327,439,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",3,1
"3",4,5,NA,2,6,5,4,5,1,4,3,5,5,3,3,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",572,519,487,572,519,487,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",NA,1
"4",3,5,NA,2,3,5,5,5,2,3,2,5,6,4,3,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",494,317,415,494,317,415,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",3,1
"5",4,6,NA,2,2,2,2,2,1,2,2,2,2,3,3,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",654,312,435,654,312,435,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",2,1
"6",5,4,NA,4,6,4,4,4,6,4,4,7,6,4,4,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",530,337,562,530,337,562,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",4,1
"7",1,3,NA,5,1,5,3,3,1,1,4,4,4,2,2,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",686,328,443,686,328,443,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",3,1
"8",4,4,NA,3,5,4,4,3,1,5,3,5,5,4,3,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",628,380,513,628,380,513,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",1,2
"9",3,3,NA,1,3,4,4,2,1,3,1,2,2,2,3,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",656,545,500,656,545,500,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",4,1
"10",7,4,NA,1,4,4,4,4,1,4,NA,7,7,4,4,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",4,1
"11",5,4,NA,5,4,4,5,5,2,4,4,5,5,4,4,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",419,315,473,419,315,473,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",1,2
"12",3,4,NA,1,4,4,4,4,1,4,1,1,1,1,4,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","I",695,299,406,695,299,406,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",4,1
"13",3,7,NA,4,5,5,5,5,7,4,7,NA,NA,NA,6,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","6","Not Applicable","1","4","3","1","1","1",NA,"1","4","1",3,1
"14",7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","C","P",1580,819,1440,1580,819,1440,NA,NA,"2","6","Not Applicable","1","4","3","1","1","1",NA,"1","4","1",4,2
"15",5,5,NA,NA,5,5,5,3,6,6,4,7,7,5,5,"200507_DOJ_DEN","Denver","0507_DOJ_01_01","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","1","4","3","1","1","1",NA,"1","4","1",2,2
"16",4,6,NA,5,6,6,4,4,1,3,5,6,5,5,6,"200501_NPS_JSH","Jacksonhole","0501_NPS_02_01","C","P",15.1,64.5,220,198,64.5,220,NA,NA,"2","6","Not Applicable","2","1","3","1","2","1",NA,"1","4","1",3,1
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200501_NPS_JSH","Jacksonhole","0501_NPS_02_01","C","P",21.7,314,490,786,314,490,NA,NA,"2","6","Not Applicable","2","1","3","1","2","1",NA,"1","4","1",NA,NA
"18",6,7,NA,2,6,3,3,4,5,6,2,7,6,4,5,"200501_NPS_JSH","Jacksonhole","0501_NPS_02_01","O","P",14.5,1110,1610,1940,1110,1610,NA,NA,"2","2",NA,"2","1","3","1","2","1",NA,"1","4","1",2,1
"19",1,4,NA,1,2,2,2,2,2,4,4,7,7,5,5,"200501_NPS_JSH","Jacksonhole","0501_NPS_02_01","C","P",20.1,377,320,229,377,320,NA,NA,"2","6","Not Applicable","2","1","3","1","2","1",NA,"1","4","1",3,2
"20",4,5,NA,1,4,3,3,4,7,7,6,7,7,5,5,"200501_NPS_JSH","Jacksonhole","0501_NPS_02_01","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","2",NA,"2","1","3","1","2","1",NA,"1","4","1",2,2
"21",3,2,NA,4,2,2,2,2,6,2,7,5,5,1,1,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","C","P",9.5,316,275,303,316,275,NA,NA,"2","6","Not Applicable","2","3","3","1","0","1",NA,"1","4","1",3,2
"22",1,4,NA,1,7,5,5,4,1,6,1,3,3,2,1,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","C","I",15.1,359,633,674,359,633,NA,NA,"2","6","Not Applicable","2","3","3","1","0","1",NA,"1","4",NA,4,2
"23",3,4,NA,2,2,2,2,1,1,2,1,6,5,1,2,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","O","I",16.8,348,474,480,348,474,NA,NA,"2","4","Standing privacy","2","3","3","1","0","1",NA,"1","4","2",4,2
"24",6,4,NA,4,6,5,5,5,5,5,5,6,5,4,4,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","C","P",13.6,228,325,564,228,325,NA,NA,"2","6","Not Applicable","2","3","3","1","0","1",NA,"1","4","1",3,1
"25",4,6,NA,6,4,4,3,4,7,3,3,7,7,5,6,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","C","P",10.7,256,422,535,256,422,NA,NA,"2","6","Not Applicable","2","3","3","1","0","1",NA,"1","4","1",3,1
"26",6,5,NA,2,4,4,4,4,1,4,2,5,6,4,3,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","O","I",28.9,79.7,101,135,79.7,101,NA,NA,"2","4","Standing privacy","2","3","3","1","0","1",NA,"1","4","2",2,1
"27",7,4,NA,1,5,7,7,7,1,4,1,6,6,3,2,"200501_NPS_JSH","Jacksonhole","0501_NPS_01_01","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","4","Standing privacy","2","3","3","1","0","2",NA,"1","4","1",2,1
"28",7,6,NA,5,7,6,6,6,6,7,7,7,7,5,5,"200501_NPS_JSH","Jacksonhole","0501_NPS_03_01","C","P",6.1,1120,1090,1170,1120,1090,NA,NA,"5","6","Not Applicable","2","1","3","1","1","1",NA,"1","4","1",5,2
"29",6,5,NA,4,6,4,4,3,7,5,7,6,6,3,5,"200501_NPS_JSH","Jacksonhole","0501_NPS_03_01","O","P",12.4,450,375,514,450,375,NA,NA,"5","4","Standing privacy","2","1","3","1","1","1",NA,"1","4","1",3,1
"30",6,3,NA,1,4,2,3,1,4,4,4,7,7,2,3,"200501_NPS_JSH","Jacksonhole","0501_NPS_03_01","O","P",26.6,718,1040,1340,718,1040,NA,NA,"5","4","Standing privacy","2","1","3","1","1","1",NA,"1","4","1",2,1
"31",7,7,NA,5,7,7,7,6,6,7,5,6,6,6,6,"200501_NPS_JSH","Jacksonhole","0501_NPS_03_01","C","P",19.4,1230,1400,1770,1230,1400,NA,NA,"5","6","Not Applicable","2","1","3","1","1","1",NA,"1","4","1",6,1
"32",4,1,NA,2,4,4,4,1,4,4,3,6,5,3,1,"200501_NPS_JSH","Jacksonhole","0501_NPS_03_01","C","P",NA,NA,NA,NA,NA,NA,NA,NA,"5","6","Not Applicable","2","1","3","1","1","1",NA,"1","4","1",3,1
"33",6,4,NA,1,7,6,6,6,7,6,2,6,7,2,2,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","P",771,480,1050,855,524,1160,0.71,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",4,1
"34",6,6,NA,4,6,4,5,6,7,6,5,5,5,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","P",521,1310,2430,521,1310,2430,27.29,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",4,2
"35",4,4,NA,4,4,1,7,3,7,7,2,5,7,3,1,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","P",529,2050,760,529,2050,1210,11.13,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",4,1
"36",7,1,NA,1,7,4,4,4,7,6,1,7,6,1,2,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","P",516,1270,963,566,1820,1390,4.86,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",3,1
"37",7,6,NA,3,7,4,5,4,3,7,5,7,6,5,6,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","I",390,566,556,417,600,553,10.15,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",1,1
"38",6,6,NA,2,6,6,5,5,5,6,3,7,7,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","I",357,533,619,466,653,940,18.73,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",3,2
"39",6,6,NA,3,5,6,6,6,6,6,5,3,3,2,2,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","I",336,534,387,390,691,965,8.91,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",1,1
"40",3,4,NA,1,3,2,3,3,4,3,2,5,5,3,4,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","I",601,697,515,608,687,1110,5.2,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",2,2
"41",7,NA,NA,1,7,6,6,6,3,7,3,7,7,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","I",405,470,512,468,587,1020,3.92,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","1",3,2
"42",5,4,NA,3,4,5,4,4,3,5,2,5,5,4,4,"200510_NPS_OMH","Omaha","0510_NPS_01_02","O","C",258,295,355,286,365,346,0.95,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"2","3","2",4,2
"43",7,7,NA,7,4,4,7,4,7,6,6,7,7,6,6,"200510_NPS_OMH","Omaha","0510_NPS_01_02","C","P",320,527,659,320,527,659,7.11,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"2","3","1",5,2
"44",2,6,NA,5,5,4,6,7,1,2,7,6,6,5,4,"200510_NPS_OMH","Omaha","0510_NPS_01_02","C","C",288,570,613,288,570,613,6.32,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"2","3","2",3,1
"45",6,4,NA,5,6,5,5,5,2,6,5,6,4,4,3,"200510_NPS_OMH","Omaha","0510_NPS_01_02","C","C",419,580,356,419,892,618,6.25,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"2","3","2",5,2
"46",7,7,NA,1,7,1,7,1,7,7,7,6,6,3,3,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","P",329,466,538,394,708,1030,14.75,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"47",7,7,NA,5,5,7,7,3,7,7,7,7,7,7,7,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","P",301,462,408,394,560,1040,6.15,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",2,2
"48",5,4,NA,2,5,2,5,2,6,5,2,6,6,6,6,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","P",933,1050,1280,933,1050,1280,16.35,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",5,2
"49",2,7,NA,5,2,1,1,1,7,6,4,7,7,3,3,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","P",907,919,1170,907,919,1170,14.56,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",3,2
"50",7,7,NA,1,5,5,5,1,7,5,3,6,6,7,7,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","P",427,772,637,405,816,1010,4.89,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",5,2
"51",7,5,NA,3,6,3,6,3,5,6,5,7,7,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",601,582,778,601,582,778,7.49,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"52",NA,5,NA,1,5,1,5,1,5,2,1,6,6,2,3,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",598,656,932,598,656,932,16.2,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",3,2
"53",6,6,NA,3,6,2,4,1,7,6,2,7,7,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",746,767,803,746,767,803,21.35,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"54",2,2,NA,2,2,1,3,1,1,2,3,7,7,3,3,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",832,778,983,832,778,983,8.09,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"55",5,5,NA,1,5,2,5,1,3,5,1,4,3,4,4,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",612,742,1110,612,742,1110,30.31,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",3,2
"56",2,2,NA,1,4,1,4,1,4,4,4,5,6,2,1,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",721,1080,1030,721,1080,1030,22.47,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",2,2
"57",2,7,NA,5,2,1,6,3,7,3,3,1,1,3,6,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",683,736,1000,683,736,1000,11.85,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",2,2
"58",4,5,NA,2,4,5,5,6,4,4,4,4,4,4,4,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",547,676,780,846,1020,780,22.7,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,2
"59",6,6,NA,6,6,6,6,6,6,6,5,6,6,6,6,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",361,475,370,407,477,626,2.57,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"60",7,4,NA,1,6,3,4,2,2,6,3,6,6,3,3,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",390,641,465,421,764,1150,9.13,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",4,1
"61",6,5,NA,2,6,4,5,5,7,6,6,6,5,4,6,"200510_NPS_OMH","Omaha","0510_NPS_01_03","O","I",635,830,910,710,1010,910,16.95,NA,"2","5","No privacy","4","4","4","1","1","1",NA,"4","3","1",3,1
"62",6,6,NA,6,6,6,6,6,6,6,6,6,6,6,6,"200510_NPS_OMH","Omaha","0510_NPS_01_03","C","C",285,429,348,285,429,348,9.13,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"4","3","2",5,2
"63",5,6,NA,4,7,7,7,7,6,7,7,7,7,7,5,"200510_NPS_OMH","Omaha","0510_NPS_01_03","C","C",466,574,620,466,574,620,3,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"4","3","2",4,2
"64",5,6,NA,6,5,5,4,6,2,4,5,6,5,5,5,"200510_NPS_OMH","Omaha","0510_NPS_01_03","C","C",463,778,995,463,778,995,NA,NA,"2","6","Not Applicable","4","4","4","1","1","1",NA,"4","3","2",4,2
"65",4,1,NA,5,4,1,1,1,5,4,1,2,3,2,2,"200505_FSS_CHI","Chicago","0505_FSS_01_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2",NA,NA,1
"66",5,6,NA,6,6,5,5,5,7,5,7,2,3,3,3,"200505_FSS_CHI","Chicago","0505_FSS_01_01","C","P",1180,390,950,1180,390,950,NA,NA,"2","6","Not Applicable","3","1","3","3","1","1",40,"3","2","1",2,1
"67",6,2,NA,7,3,3,4,6,7,3,4,7,7,2,4,"200505_FSS_CHI","Chicago","0505_FSS_01_01","C","P",1700,584,690,1700,584,690,15.19,NA,"2","6","Not Applicable","3","1","3","3","1","1",40,"3","2","1",4,2
"68",7,3,NA,7,6,6,6,6,7,7,6,6,6,6,6,"200505_FSS_CHI","Chicago","0505_FSS_01_01","C","P",960,320,160,960,320,160,NA,NA,"2","6","Not Applicable","3","1","3","3","1","1",40,"3","2","1",4,2
"69",3,6,NA,5,4,4,4,4,3,3,2,2,2,2,3,"200505_FSS_CHI","Chicago","0505_FSS_01_01","C","P",790,270,551,790,270,551,NA,NA,"2","6","Not Applicable","3","1","3","3","1","1",40,"3","2","1",4,2
"70",4,1,NA,1,6,3,4,4,4,7,3,2,4,4,2,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","P",364,240,246,364,240,246,1.52,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","1",3,2
"71",4,2,NA,5,4,3,3,3,3,3,3,6,6,3,2,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","P",615,660,520,615,660,520,1.56,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","1",4,1
"72",4,1,NA,1,3,3,3,3,4,1,1,7,6,1,1,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","P",850,1200,1270,850,1200,1270,2.15,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","1",2,1
"73",3,1,NA,4,5,2,2,2,6,4,2,2,3,1,1,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","P",1060,1250,1070,1060,1250,1070,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","1",2,2
"74",6,2,NA,2,5,3,5,2,6,5,2,3,4,4,4,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","P",926,520,930,926,520,930,3.18,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","1",2,2
"75",6,4,NA,2,6,4,4,4,1,6,4,7,7,2,2,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",720,430,710,720,430,710,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",3,2
"76",6,4,NA,5,6,5,5,5,7,5,6,6,7,3,3,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",660,406,802,660,406,802,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",3,2
"77",4,3,NA,2,4,4,4,4,7,4,2,7,7,4,4,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",930,212,450,930,212,450,1.39,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",4,1
"78",4,4,NA,2,6,3,4,4,7,4,4,2,3,3,3,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",533,310,520,533,310,520,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",2,1
"79",2,3,NA,3,3,3,3,3,2,1,6,4,2,NA,3,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",560,290,410,560,290,410,NA,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",2,1
"80",7,2,NA,5,7,6,6,6,5,7,5,7,7,5,5,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",700,320,570,700,320,570,3.43,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",4,2
"81",5,1,NA,2,6,6,6,6,1,6,1,6,6,2,2,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","I",930,340,593,930,340,593,3.08,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",4,1
"82",6,4,NA,6,6,6,4,4,1,4,6,7,7,5,5,"200505_FSS_CHI","Chicago","0505_FSS_01_01","O","C",925,350,635,925,350,635,3.27,NA,"2","5","Standing privacy","3","1","3","3","1","1",40,"3","2","2",1,1
"83",7,7,NA,7,5,5,5,5,7,6,7,2,2,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","C","P",700,620,703,700,620,703,1.42,NA,"2","6","Not Applicable","2","2","3","1","1","1",60,"2","3","1",4,1
"84",4,5,NA,6,6,6,6,6,5,5,5,7,7,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","C","P",797,522,691,797,522,691,1.48,NA,"2","6","Not Applicable","2","2","3","1","1","1",60,"2","3","1",5,2
"85",3,5,NA,1,3,3,NA,5,7,6,5,6,6,6,7,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","P",568,511,598,568,511,598,1.5,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",3,1
"86",5,2,NA,4,4,4,5,4,3,3,6,5,5,3,2,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","P",490,534,484,490,534,484,NA,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",1,2
"87",4,6,NA,3,4,NA,6,6,7,5,3,5,5,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",4,2
"88",1,1,NA,1,1,1,1,1,2,1,1,5,5,4,4,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","I",NA,NA,NA,NA,NA,NA,NA,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",NA,NA
"89",6,4,NA,5,6,4,4,4,2,6,6,7,7,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","C",211,156,263,211,156,263,2.45,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","2",4,1
"90",3,4,NA,2,2,2,2,2,2,2,2,5,6,3,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","I",300,207,261,300,207,261,1.39,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",4,1
"91",2,5,NA,1,2,4,4,4,1,2,1,1,4,3,4,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","O","I",121,110,127,121,110,127,0.37,NA,"2","4","No privacy","2","1","3","1","1","1",60,"2","3","1",1,2
"92",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,"200504_FSS_WDC","Washington DC","0504_FSS_01_04","C","C",209,540,248,209,540,248,1.41,NA,"2","6","Not Applicable","2","2","3","1","1","1",60,"2","3","2",1,1
"93",6,2,NA,7,5,6,5,5,7,5,6,7,7,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","C","P",377,300,470,377,300,470,1.66,NA,"2","6","Not Applicable","2","2","3","1","1","1",NA,"2","3","1",4,2
"94",5,3,NA,6,6,5,4,4,7,6,6,5,5,4,5,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","P",499,533,427,499,533,427,1.05,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",2,2
"95",6,4,NA,1,2,2,2,2,7,4,4,6,6,3,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","P",571,317,243,571,317,243,2.036333609,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",3,1
"96",6,2,NA,2,6,4,4,4,6,5,4,7,7,6,5,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","P",1221,686,773,1221,686,773,NA,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",4,1
"97",4,2,NA,2,2,2,2,2,7,3,2,3,3,3,2,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","P",497,262,350,497,262,350,1.460792239,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",3,1
"98",2,3,NA,4,5,5,5,3,2,3,4,NA,NA,4,5,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",322,215,401,322,215,401,7.35,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",1,1
"99",6,4,NA,4,6,6,6,6,6,6,5,5,3,4,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",720,240,330,720,240,330,1.19,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",1,2
"100",6,2,NA,2,6,6,6,6,1,3,3,6,6,3,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",563,182,173,563,182,173,1.56,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",1,2
"101",5,2,NA,1,3,4,4,4,1,4,4,6,6,4,5,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",797,281,255,797,281,255,1.03,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",1,1
"102",6,3,NA,3,4,3,4,4,1,3,3,NA,NA,NA,NA,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","C",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",2,NA
"103",5,4,NA,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",NA,NA,NA,NA,NA,NA,NA,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",2,1
"104",3,1,NA,3,2,4,5,4,1,2,4,2,3,3,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",466,102,152,466,102,152,0.22,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",1,1
"105",3,5,NA,7,3,7,7,4,4,4,4,4,4,4,3,"200504_FSS_WDC","Washington DC","0504_FSS_01_05","O","I",563,227,300,563,227,300,0.87,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",4,2
"106",4,4,NA,1,6,6,6,5,6,4,4,7,6,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_07","O","P",294,130,175,294,130,175,1.59,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",4,1
"107",4,7,NA,6,6,1,1,1,7,5,7,7,6,6,5,"200504_FSS_WDC","Washington DC","0504_FSS_01_07","O","P",147,184,192,147,184,192,NA,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",4,2
"108",7,5,NA,4,7,7,7,7,7,7,5,7,7,6,6,"200504_FSS_WDC","Washington DC","0504_FSS_01_07","O","P",310,257,308,310,257,308,0.61,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",4,2
"109",4,4,NA,4,4,4,4,4,4,3,4,5,5,NA,NA,"200504_FSS_WDC","Washington DC","0504_FSS_01_07","O","P",208,192,271,208,192,271,1.17,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","1",NA,NA
"110",6,3,NA,1,4,1,3,2,1,2,3,7,7,4,4,"200504_FSS_WDC","Washington DC","0504_FSS_01_07","O","I",289,145,277,289,145,277,1.24,NA,"2","5","Standing privacy","2","1","3","1","1","1",NA,"2","3","2",4,1
